,Respondent_ID,Gender,Age,Typical_consumption_situations,Current_brands
8802,128833,Non-binary,15-18,Studying/working late,Blue Bull
8803,128834,Male,19-30,Sports/exercise,CodeX
8804,128835,Female,15-18,Sports/exercise,Sky 9
8805,128836,Female,31-45,Studying/working late,Bepsi
8806,128837,Male,31-45,Sports/exercise,Blue Bull
8807,128838,Male,31-45,Social outings/parties,Bepsi
8808,128839,Female,19-30,Sports/exercise,Cola-Coka
8809,128840,Male,31-45,Sports/exercise,Cola-Coka
8810,128841,Female,19-30,Social outings/parties,Gangster
8811,128842,Male,46-65,Studying/working late,Gangster
8812,128843,Male,19-30,Social outings/parties,Gangster
8813,128844,Male,19-30,Studying/working late,Bepsi
8814,128845,Male,19-30,Other,CodeX
8815,128846,Female,31-45,Driving/commuting,Blue Bull
8816,128847,Male,31-45,Sports/exercise,Cola-Coka
8817,128848,Non-binary,31-45,Studying/working late,Sky 9
8818,128849,Female,19-30,Studying/working late,CodeX
8819,128850,Male,19-30,Studying/working late,Bepsi
8820,128851,Female,15-18,Social outings/parties,Cola-Coka
8821,128852,Female,31-45,Sports/exercise,CodeX
8822,128853,Male,19-30,Sports/exercise,Bepsi
8823,128854,Male,19-30,Sports/exercise,CodeX
8824,128855,Female,19-30,Studying/working late,Gangster
8825,128856,Male,31-45,Social outings/parties,Others
8826,128857,Male,19-30,Driving/commuting,Blue Bull
8827,128858,Male,19-30,Sports/exercise,Blue Bull
8828,128859,Male,31-45,Sports/exercise,Blue Bull
8829,128860,Male,19-30,Studying/working late,Bepsi
8830,128861,Male,46-65,Studying/working late,Blue Bull
8831,128862,Female,15-18,Sports/exercise,Cola-Coka
8832,128863,Female,15-18,Other,CodeX
8833,128864,Male,31-45,Sports/exercise,Gangster
8834,128865,Male,19-30,Driving/commuting,Sky 9
8835,128866,Male,15-18,Sports/exercise,Sky 9
8836,128867,Female,19-30,Sports/exercise,Bepsi
8837,128868,Male,19-30,Studying/working late,Bepsi
8838,128869,Male,31-45,Studying/working late,Sky 9
8839,128870,Female,19-30,Sports/exercise,Gangster
8840,128871,Male,19-30,Other,Sky 9
8841,128872,Male,31-45,Social outings/parties,Gangster
8842,128873,Female,19-30,Sports/exercise,CodeX
8843,128874,Female,19-30,Social outings/parties,Others
8844,128875,Male,19-30,Social outings/parties,CodeX
8845,128876,Female,19-30,Studying/working late,Bepsi
8846,128877,Male,15-18,Studying/working late,Gangster
8847,128878,Male,19-30,Sports/exercise,Blue Bull
8848,128879,Male,15-18,Sports/exercise,Blue Bull
8849,128880,Non-binary,15-18,Social outings/parties,Cola-Coka
8850,128881,Male,19-30,Studying/working late,Sky 9
8851,128882,Female,19-30,Sports/exercise,CodeX
8852,128883,Male,19-30,Sports/exercise,Cola-Coka
8853,128884,Female,19-30,Social outings/parties,Blue Bull
8854,128885,Male,19-30,Driving/commuting,Gangster
8855,128886,Female,31-45,Studying/working late,Cola-Coka
8856,128887,Male,31-45,Other,Sky 9
8857,128888,Female,31-45,Social outings/parties,Cola-Coka
8858,128889,Male,19-30,Social outings/parties,Cola-Coka
8859,128890,Male,31-45,Social outings/parties,CodeX
8860,128891,Male,19-30,Sports/exercise,Gangster
8861,128892,Male,19-30,Social outings/parties,CodeX
8862,128893,Male,31-45,Studying/working late,Blue Bull
8863,128894,Male,19-30,Social outings/parties,Bepsi
8864,128895,Female,31-45,Studying/working late,Cola-Coka
8865,128896,Male,31-45,Studying/working late,Bepsi
8866,128897,Male,15-18,Sports/exercise,Gangster
8867,128898,Female,15-18,Social outings/parties,Cola-Coka
8868,128899,Male,19-30,Studying/working late,CodeX
8869,128900,Male,19-30,Studying/working late,CodeX
8870,128901,Male,19-30,Sports/exercise,CodeX
8871,128902,Male,19-30,Driving/commuting,Gangster
8872,128903,Male,15-18,Studying/working late,Blue Bull
8873,128904,Male,19-30,Studying/working late,Gangster
8874,128905,Male,31-45,Sports/exercise,Bepsi
8875,128906,Male,15-18,Studying/working late,Gangster
8876,128907,Male,19-30,Sports/exercise,Others
8877,128908,Female,19-30,Studying/working late,Bepsi
8878,128909,Female,19-30,Driving/commuting,Bepsi
8879,128910,Male,19-30,Driving/commuting,Cola-Coka
8880,128911,Male,19-30,Sports/exercise,Bepsi
8881,128912,Non-binary,31-45,Studying/working late,Gangster
8882,128913,Male,15-18,Sports/exercise,Cola-Coka
8883,128914,Male,19-30,Sports/exercise,CodeX
8884,128915,Male,31-45,Sports/exercise,Bepsi
8885,128916,Female,19-30,Studying/working late,Gangster
8886,128917,Female,31-45,Social outings/parties,Cola-Coka
8887,128918,Male,31-45,Sports/exercise,Bepsi
8888,128919,Male,19-30,Studying/working late,Sky 9
8889,128920,Male,19-30,Studying/working late,Cola-Coka
8890,128921,Male,31-45,Sports/exercise,Gangster
8891,128922,Male,19-30,Social outings/parties,Bepsi
8892,128923,Male,19-30,Studying/working late,Cola-Coka
8893,128924,Male,19-30,Studying/working late,Cola-Coka
8894,128925,Male,19-30,Sports/exercise,CodeX
8895,128926,Male,19-30,Sports/exercise,Sky 9
8896,128927,Male,31-45,Sports/exercise,Gangster
8897,128928,Female,19-30,Social outings/parties,Cola-Coka
8898,128929,Female,31-45,Sports/exercise,CodeX
8899,128930,Female,15-18,Sports/exercise,Bepsi
8900,128931,Male,15-18,Social outings/parties,Cola-Coka
8901,128932,Male,19-30,Studying/working late,Bepsi
8902,128933,Male,31-45,Studying/working late,Cola-Coka
8903,128934,Male,19-30,Sports/exercise,CodeX
8904,128935,Non-binary,31-45,Studying/working late,Cola-Coka
8905,128936,Male,31-45,Other,Bepsi
8906,128937,Male,19-30,Studying/working late,Bepsi
8907,128938,Male,31-45,Social outings/parties,Gangster
8908,128939,Male,31-45,Social outings/parties,Gangster
8909,128940,Male,31-45,Studying/working late,Bepsi
8910,128941,Male,19-30,Sports/exercise,Cola-Coka
8911,128942,Female,15-18,Sports/exercise,Blue Bull
8912,128943,Female,19-30,Sports/exercise,Cola-Coka
8913,128944,Male,31-45,Sports/exercise,Cola-Coka
8914,128945,Female,15-18,Studying/working late,Bepsi
8915,128946,Male,15-18,Social outings/parties,Cola-Coka
8916,128947,Male,19-30,Sports/exercise,CodeX
8917,128948,Male,19-30,Studying/working late,Blue Bull
8918,128949,Female,31-45,Studying/working late,Blue Bull
8919,128950,Male,19-30,Studying/working late,Sky 9
8920,128951,Male,19-30,Studying/working late,CodeX
8921,128952,Male,19-30,Studying/working late,Gangster
8922,128953,Male,31-45,Social outings/parties,Gangster
8923,128954,Male,19-30,Other,Cola-Coka
8924,128955,Male,19-30,Other,Blue Bull
8925,128956,Female,31-45,Sports/exercise,Gangster
8926,128957,Male,31-45,Sports/exercise,Others
8927,128958,Female,15-18,Studying/working late,Sky 9
8928,128959,Female,19-30,Studying/working late,Cola-Coka
8929,128960,Female,19-30,Sports/exercise,Bepsi
8930,128961,Male,19-30,Sports/exercise,Cola-Coka
8931,128962,Male,19-30,Sports/exercise,Sky 9
8932,128963,Male,15-18,Sports/exercise,Blue Bull
8933,128964,Male,31-45,Sports/exercise,Bepsi
8934,128965,Male,31-45,Sports/exercise,Bepsi
8935,128966,Female,19-30,Sports/exercise,Sky 9
8936,128967,Male,19-30,Studying/working late,Blue Bull
8937,128968,Female,15-18,Sports/exercise,Cola-Coka
8938,128969,Male,65+,Studying/working late,Bepsi
8939,128970,Female,19-30,Sports/exercise,Gangster
8940,128971,Male,15-18,Sports/exercise,Cola-Coka
8941,128972,Non-binary,19-30,Social outings/parties,Bepsi
8942,128973,Male,19-30,Driving/commuting,Bepsi
8943,128974,Male,19-30,Sports/exercise,Bepsi
8944,128975,Male,19-30,Sports/exercise,Bepsi
8945,128976,Male,46-65,Sports/exercise,Cola-Coka
8946,128977,Female,15-18,Sports/exercise,Gangster
8947,128978,Male,19-30,Sports/exercise,Blue Bull
8948,128979,Male,19-30,Sports/exercise,Cola-Coka
8949,128980,Male,31-45,Other,CodeX
8950,128981,Non-binary,31-45,Sports/exercise,Gangster
8951,128982,Male,19-30,Sports/exercise,Cola-Coka
8952,128983,Male,19-30,Sports/exercise,CodeX
8953,128984,Female,19-30,Sports/exercise,Bepsi
8954,128985,Male,15-18,Sports/exercise,Blue Bull
8955,128986,Female,31-45,Sports/exercise,Gangster
8956,128987,Female,19-30,Social outings/parties,Gangster
8957,128988,Male,31-45,Sports/exercise,Gangster
8958,128989,Male,19-30,Studying/working late,Others
8959,128990,Male,31-45,Sports/exercise,Bepsi
8960,128991,Female,15-18,Social outings/parties,Blue Bull
8961,128992,Male,19-30,Sports/exercise,Cola-Coka
8962,128993,Female,19-30,Sports/exercise,Blue Bull
8963,128994,Male,19-30,Social outings/parties,Cola-Coka
8964,128995,Male,15-18,Social outings/parties,Bepsi
8965,128996,Male,19-30,Driving/commuting,Gangster
8966,128997,Male,19-30,Sports/exercise,Blue Bull
8967,128998,Female,46-65,Sports/exercise,Blue Bull
8968,128999,Male,19-30,Sports/exercise,Gangster
8969,129000,Male,19-30,Studying/working late,Others
8970,129001,Female,31-45,Studying/working late,Gangster
8971,129002,Male,19-30,Studying/working late,Bepsi
8972,129003,Non-binary,19-30,Studying/working late,Bepsi
8973,129004,Non-binary,19-30,Studying/working late,Blue Bull
8974,129005,Male,31-45,Studying/working late,Cola-Coka
8975,129006,Male,65+,Sports/exercise,Sky 9
8976,129007,Non-binary,19-30,Other,Bepsi
8977,129008,Female,31-45,Sports/exercise,Cola-Coka
8978,129009,Male,19-30,Sports/exercise,Others
8979,129010,Female,19-30,Sports/exercise,Bepsi
8980,129011,Male,19-30,Sports/exercise,Cola-Coka
8981,129012,Non-binary,19-30,Studying/working late,Cola-Coka
8982,129013,Male,19-30,Social outings/parties,Cola-Coka
8983,129014,Male,19-30,Studying/working late,Bepsi
8984,129015,Male,15-18,Sports/exercise,Gangster
8985,129016,Female,19-30,Social outings/parties,Others
8986,129017,Male,19-30,Studying/working late,Cola-Coka
8987,129018,Female,19-30,Sports/exercise,Sky 9
8988,129019,Male,19-30,Sports/exercise,Blue Bull
8989,129020,Male,46-65,Studying/working late,Bepsi
8990,129021,Male,19-30,Sports/exercise,Cola-Coka
8991,129022,Female,19-30,Sports/exercise,Others
8992,129023,Male,19-30,Studying/working late,Gangster
8993,129024,Female,46-65,Other,Sky 9
8994,129025,Female,19-30,Studying/working late,Cola-Coka
8995,129026,Non-binary,31-45,Sports/exercise,Blue Bull
8996,129027,Female,19-30,Sports/exercise,Gangster
8997,129028,Male,31-45,Studying/working late,Bepsi
8998,129029,Female,19-30,Studying/working late,Sky 9
8999,129030,Female,19-30,Studying/working late,Cola-Coka
9000,129031,Male,19-30,Studying/working late,Bepsi
9001,129032,Female,19-30,Studying/working late,Gangster
9002,129033,Female,31-45,Sports/exercise,Cola-Coka
9003,129034,Male,15-18,Other,Cola-Coka
9004,129035,Female,19-30,Sports/exercise,Cola-Coka
9005,129036,Male,19-30,Social outings/parties,Cola-Coka
9006,129037,Female,19-30,Studying/working late,Blue Bull
9007,129038,Non-binary,19-30,Other,Gangster
9008,129039,Male,31-45,Social outings/parties,Gangster
9009,129040,Male,19-30,Sports/exercise,Bepsi
9010,129041,Female,19-30,Social outings/parties,Blue Bull
9011,129042,Female,19-30,Social outings/parties,Sky 9
9012,129043,Male,31-45,Studying/working late,Cola-Coka
9013,129044,Female,19-30,Sports/exercise,Gangster
9014,129045,Male,19-30,Studying/working late,CodeX
9015,129046,Male,19-30,Sports/exercise,Sky 9
9016,129047,Male,19-30,Sports/exercise,Gangster
9017,129048,Male,19-30,Sports/exercise,Cola-Coka
9018,129049,Female,46-65,Studying/working late,Blue Bull
9019,129050,Male,19-30,Social outings/parties,Gangster
9020,129051,Female,15-18,Other,Cola-Coka
9021,129052,Male,31-45,Sports/exercise,Gangster
9022,129053,Female,31-45,Social outings/parties,Cola-Coka
9023,129054,Female,15-18,Sports/exercise,Cola-Coka
9024,129055,Male,19-30,Sports/exercise,Bepsi
9025,129056,Female,31-45,Studying/working late,Cola-Coka
9026,129057,Male,19-30,Studying/working late,Cola-Coka
9027,129058,Female,31-45,Studying/working late,Cola-Coka
9028,129059,Male,31-45,Sports/exercise,Blue Bull
9029,129060,Male,31-45,Sports/exercise,Cola-Coka
9030,129061,Male,19-30,Sports/exercise,Sky 9
9031,129062,Non-binary,46-65,Sports/exercise,Blue Bull
9032,129063,Female,19-30,Sports/exercise,Gangster
9033,129064,Male,19-30,Sports/exercise,Blue Bull
9034,129065,Male,19-30,Social outings/parties,Bepsi
9035,129066,Male,19-30,Sports/exercise,Sky 9
9036,129067,Non-binary,31-45,Other,Cola-Coka
9037,129068,Female,31-45,Sports/exercise,Bepsi
9038,129069,Female,31-45,Sports/exercise,Cola-Coka
9039,129070,Male,19-30,Studying/working late,Others
9040,129071,Male,19-30,Sports/exercise,Gangster
9041,129072,Male,65+,Studying/working late,Cola-Coka
9042,129073,Male,19-30,Sports/exercise,Sky 9
9043,129074,Male,19-30,Sports/exercise,Bepsi
9044,129075,Male,19-30,Sports/exercise,Gangster
9045,129076,Male,31-45,Studying/working late,Sky 9
9046,129077,Male,31-45,Studying/working late,Others
9047,129078,Male,19-30,Other,Sky 9
9048,129079,Male,19-30,Studying/working late,Bepsi
9049,129080,Female,31-45,Sports/exercise,Sky 9
9050,129081,Male,46-65,Studying/working late,Cola-Coka
9051,129082,Male,19-30,Sports/exercise,Cola-Coka
9052,129083,Male,19-30,Social outings/parties,Gangster
9053,129084,Male,31-45,Social outings/parties,Gangster
9054,129085,Female,19-30,Sports/exercise,Cola-Coka
9055,129086,Female,15-18,Sports/exercise,Blue Bull
9056,129087,Male,19-30,Sports/exercise,Blue Bull
9057,129088,Male,19-30,Sports/exercise,Bepsi
9058,129089,Male,15-18,Social outings/parties,Cola-Coka
9059,129090,Female,19-30,Other,Cola-Coka
9060,129091,Male,19-30,Driving/commuting,Cola-Coka
9061,129092,Male,19-30,Studying/working late,CodeX
9062,129093,Female,19-30,Studying/working late,Others
9063,129094,Female,31-45,Other,Cola-Coka
9064,129095,Female,19-30,Sports/exercise,Bepsi
9065,129096,Male,19-30,Social outings/parties,Bepsi
9066,129097,Male,19-30,Sports/exercise,Bepsi
9067,129098,Female,31-45,Sports/exercise,Cola-Coka
9068,129099,Male,19-30,Sports/exercise,Cola-Coka
9069,129100,Female,19-30,Social outings/parties,Cola-Coka
9070,129101,Female,19-30,Other,Gangster
9071,129102,Female,19-30,Other,Cola-Coka
9072,129103,Male,31-45,Studying/working late,Gangster
9073,129104,Female,19-30,Studying/working late,Blue Bull
9074,129105,Male,19-30,Studying/working late,Cola-Coka
9075,129106,Female,46-65,Sports/exercise,Bepsi
9076,129107,Male,19-30,Studying/working late,Cola-Coka
9077,129108,Female,15-18,Social outings/parties,Blue Bull
9078,129109,Female,46-65,Studying/working late,CodeX
9079,129110,Male,31-45,Studying/working late,Others
9080,129111,Male,19-30,Sports/exercise,Cola-Coka
9081,129112,Male,19-30,Sports/exercise,Cola-Coka
9082,129113,Female,19-30,Sports/exercise,Sky 9
9083,129114,Male,19-30,Other,Cola-Coka
9084,129115,Male,31-45,Studying/working late,CodeX
9085,129116,Male,19-30,Studying/working late,Cola-Coka
9086,129117,Female,19-30,Studying/working late,Cola-Coka
9087,129118,Female,31-45,Social outings/parties,Cola-Coka
9088,129119,Female,65+,Sports/exercise,Cola-Coka
9089,129120,Female,19-30,Other,Gangster
9090,129121,Female,15-18,Sports/exercise,Cola-Coka
9091,129122,Female,65+,Social outings/parties,Sky 9
9092,129123,Male,19-30,Sports/exercise,Gangster
9093,129124,Female,19-30,Studying/working late,Blue Bull
9094,129125,Female,15-18,Studying/working late,Bepsi
9095,129126,Male,19-30,Sports/exercise,Cola-Coka
9096,129127,Female,19-30,Studying/working late,Bepsi
9097,129128,Male,19-30,Sports/exercise,Others
9098,129129,Male,46-65,Social outings/parties,Sky 9
9099,129130,Male,19-30,Social outings/parties,Gangster
9100,129131,Male,19-30,Social outings/parties,Bepsi
9101,129132,Female,19-30,Social outings/parties,Bepsi
9102,129133,Male,31-45,Sports/exercise,Gangster
9103,129134,Male,15-18,Sports/exercise,Bepsi
9104,129135,Male,19-30,Studying/working late,Cola-Coka
9105,129136,Female,15-18,Studying/working late,Gangster
9106,129137,Male,19-30,Sports/exercise,Bepsi
9107,129138,Male,19-30,Social outings/parties,Gangster
9108,129139,Male,15-18,Sports/exercise,Cola-Coka
9109,129140,Male,31-45,Studying/working late,Bepsi
9110,129141,Male,15-18,Sports/exercise,Cola-Coka
9111,129142,Female,31-45,Sports/exercise,Gangster
9112,129143,Female,19-30,Sports/exercise,Gangster
9113,129144,Male,31-45,Sports/exercise,Gangster
9114,129145,Male,19-30,Studying/working late,Cola-Coka
9115,129146,Female,31-45,Sports/exercise,Gangster
9116,129147,Female,19-30,Social outings/parties,Sky 9
9117,129148,Male,19-30,Sports/exercise,Gangster
9118,129149,Male,19-30,Sports/exercise,Cola-Coka
9119,129150,Male,19-30,Social outings/parties,Cola-Coka
9120,129151,Female,15-18,Other,Cola-Coka
9121,129152,Female,31-45,Studying/working late,Sky 9
9122,129153,Female,31-45,Sports/exercise,Cola-Coka
9123,129154,Female,19-30,Studying/working late,Bepsi
9124,129155,Male,19-30,Sports/exercise,Sky 9
9125,129156,Male,19-30,Sports/exercise,Bepsi
9126,129157,Male,19-30,Studying/working late,Bepsi
9127,129158,Male,65+,Sports/exercise,Others
9128,129159,Male,19-30,Sports/exercise,Gangster
9129,129160,Female,46-65,Sports/exercise,Gangster
9130,129161,Male,46-65,Sports/exercise,Gangster
9131,129162,Male,31-45,Studying/working late,Cola-Coka
9132,129163,Male,19-30,Studying/working late,Blue Bull
9133,129164,Male,31-45,Studying/working late,Cola-Coka
9134,129165,Male,46-65,Sports/exercise,Others
9135,129166,Female,19-30,Studying/working late,Cola-Coka
9136,129167,Male,19-30,Sports/exercise,Bepsi
9137,129168,Male,31-45,Social outings/parties,Bepsi
9138,129169,Male,19-30,Social outings/parties,Bepsi
9139,129170,Male,19-30,Sports/exercise,Cola-Coka
9140,129171,Male,19-30,Sports/exercise,Bepsi
9141,129172,Male,31-45,Studying/working late,Gangster
9142,129173,Female,15-18,Studying/working late,Cola-Coka
9143,129174,Male,19-30,Studying/working late,CodeX
9144,129175,Male,15-18,Studying/working late,Blue Bull
9145,129176,Male,19-30,Sports/exercise,Gangster
9146,129177,Female,19-30,Social outings/parties,Sky 9
9147,129178,Male,19-30,Social outings/parties,Bepsi
9148,129179,Male,19-30,Studying/working late,Cola-Coka
9149,129180,Male,31-45,Social outings/parties,Cola-Coka
9150,129181,Female,19-30,Sports/exercise,Others
9151,129182,Female,15-18,Social outings/parties,Gangster
9152,129183,Male,15-18,Sports/exercise,Cola-Coka
9153,129184,Female,31-45,Sports/exercise,Bepsi
9154,129185,Female,15-18,Studying/working late,Bepsi
9155,129186,Male,31-45,Studying/working late,Bepsi
9156,129187,Female,31-45,Studying/working late,Cola-Coka
9157,129188,Female,19-30,Studying/working late,Sky 9
9158,129189,Male,46-65,Studying/working late,Sky 9
9159,129190,Female,31-45,Studying/working late,Blue Bull
9160,129191,Female,31-45,Sports/exercise,Cola-Coka
9161,129192,Female,19-30,Sports/exercise,Cola-Coka
9162,129193,Female,31-45,Sports/exercise,Gangster
9163,129194,Male,19-30,Sports/exercise,Blue Bull
9164,129195,Male,31-45,Studying/working late,CodeX
9165,129196,Male,31-45,Studying/working late,Cola-Coka
9166,129197,Male,31-45,Sports/exercise,Sky 9
9167,129198,Male,19-30,Social outings/parties,Cola-Coka
9168,129199,Female,31-45,Sports/exercise,Cola-Coka
9169,129200,Male,31-45,Sports/exercise,Bepsi
9170,129201,Female,19-30,Sports/exercise,CodeX
9171,129202,Female,15-18,Social outings/parties,Blue Bull
9172,129203,Male,19-30,Social outings/parties,Bepsi
9173,129204,Male,31-45,Other,Cola-Coka
9174,129205,Male,15-18,Studying/working late,Bepsi
9175,129206,Male,19-30,Sports/exercise,Sky 9
9176,129207,Male,19-30,Sports/exercise,Blue Bull
9177,129208,Male,19-30,Sports/exercise,Bepsi
9178,129209,Male,19-30,Studying/working late,Bepsi
9179,129210,Female,19-30,Sports/exercise,Sky 9
9180,129211,Male,19-30,Studying/working late,Cola-Coka
9181,129212,Male,65+,Sports/exercise,Sky 9
9182,129213,Female,19-30,Sports/exercise,CodeX
9183,129214,Male,19-30,Social outings/parties,Bepsi
9184,129215,Female,31-45,Social outings/parties,Gangster
9185,129216,Female,31-45,Studying/working late,Bepsi
9186,129217,Male,19-30,Studying/working late,Bepsi
9187,129218,Male,31-45,Sports/exercise,Cola-Coka
9188,129219,Male,31-45,Sports/exercise,Sky 9
9189,129220,Female,19-30,Studying/working late,Gangster
9190,129221,Female,19-30,Sports/exercise,CodeX
9191,129222,Female,19-30,Sports/exercise,Gangster
9192,129223,Male,15-18,Sports/exercise,Sky 9
9193,129224,Male,19-30,Sports/exercise,Cola-Coka
9194,129225,Female,31-45,Driving/commuting,Gangster
9195,129226,Male,19-30,Social outings/parties,Gangster
9196,129227,Female,31-45,Driving/commuting,Gangster
9197,129228,Female,31-45,Studying/working late,Cola-Coka
9198,129229,Male,19-30,Studying/working late,Gangster
9199,129230,Male,46-65,Social outings/parties,Bepsi
9200,129231,Male,15-18,Social outings/parties,Bepsi
9201,129232,Female,19-30,Studying/working late,Gangster
9202,129233,Non-binary,46-65,Studying/working late,Cola-Coka
9203,129234,Female,46-65,Driving/commuting,Others
9204,129235,Non-binary,31-45,Sports/exercise,Cola-Coka
9205,129236,Male,46-65,Driving/commuting,Gangster
9206,129237,Female,19-30,Studying/working late,Blue Bull
9207,129238,Female,15-18,Sports/exercise,Gangster
9208,129239,Male,15-18,Other,Gangster
9209,129240,Female,31-45,Social outings/parties,Gangster
9210,129241,Male,19-30,Studying/working late,Cola-Coka
9211,129242,Female,19-30,Sports/exercise,Bepsi
9212,129243,Male,31-45,Other,Blue Bull
9213,129244,Male,15-18,Social outings/parties,Gangster
9214,129245,Female,19-30,Studying/working late,Cola-Coka
9215,129246,Male,19-30,Studying/working late,Cola-Coka
9216,129247,Male,19-30,Sports/exercise,Gangster
9217,129248,Female,19-30,Social outings/parties,Cola-Coka
9218,129249,Male,19-30,Sports/exercise,CodeX
9219,129250,Male,15-18,Other,Cola-Coka
9220,129251,Female,19-30,Sports/exercise,Bepsi
9221,129252,Female,19-30,Sports/exercise,Bepsi
9222,129253,Female,19-30,Sports/exercise,Cola-Coka
9223,129254,Male,19-30,Sports/exercise,Cola-Coka
9224,129255,Male,19-30,Studying/working late,Sky 9
9225,129256,Male,31-45,Sports/exercise,Cola-Coka
9226,129257,Male,19-30,Other,Cola-Coka
9227,129258,Female,19-30,Sports/exercise,Others
9228,129259,Male,15-18,Social outings/parties,Cola-Coka
9229,129260,Male,15-18,Studying/working late,Gangster
9230,129261,Male,31-45,Studying/working late,Others
9231,129262,Male,15-18,Sports/exercise,Gangster
9232,129263,Male,19-30,Sports/exercise,Cola-Coka
9233,129264,Non-binary,15-18,Sports/exercise,Gangster
9234,129265,Male,15-18,Studying/working late,Blue Bull
9235,129266,Male,19-30,Studying/working late,CodeX
9236,129267,Male,31-45,Sports/exercise,Cola-Coka
9237,129268,Male,31-45,Studying/working late,Gangster
9238,129269,Male,31-45,Driving/commuting,Gangster
9239,129270,Non-binary,15-18,Studying/working late,Bepsi
9240,129271,Female,46-65,Other,Bepsi
9241,129272,Female,19-30,Sports/exercise,Bepsi
9242,129273,Male,31-45,Sports/exercise,Cola-Coka
9243,129274,Male,31-45,Sports/exercise,CodeX
9244,129275,Male,31-45,Sports/exercise,Blue Bull
9245,129276,Male,19-30,Studying/working late,Cola-Coka
9246,129277,Male,19-30,Sports/exercise,CodeX
9247,129278,Male,19-30,Sports/exercise,Gangster
9248,129279,Female,19-30,Sports/exercise,Bepsi
9249,129280,Male,19-30,Studying/working late,Cola-Coka
9250,129281,Male,15-18,Other,CodeX
9251,129282,Female,31-45,Sports/exercise,Sky 9
9252,129283,Male,19-30,Driving/commuting,Cola-Coka
9253,129284,Male,31-45,Sports/exercise,Bepsi
9254,129285,Male,15-18,Sports/exercise,Bepsi
9255,129286,Female,19-30,Driving/commuting,Sky 9
9256,129287,Female,19-30,Other,Bepsi
9257,129288,Female,31-45,Driving/commuting,CodeX
9258,129289,Female,19-30,Other,Cola-Coka
9259,129290,Female,15-18,Sports/exercise,Cola-Coka
9260,129291,Male,46-65,Studying/working late,Sky 9
9261,129292,Female,19-30,Studying/working late,Bepsi
9262,129293,Male,19-30,Sports/exercise,Cola-Coka
9263,129294,Female,19-30,Studying/working late,Sky 9
9264,129295,Male,19-30,Driving/commuting,Bepsi
9265,129296,Female,15-18,Social outings/parties,Sky 9
9266,129297,Male,19-30,Sports/exercise,Cola-Coka
9267,129298,Female,19-30,Sports/exercise,Cola-Coka
9268,129299,Male,15-18,Studying/working late,Cola-Coka
9269,129300,Male,19-30,Studying/working late,Bepsi
9270,129301,Male,15-18,Studying/working late,Bepsi
9271,129302,Male,19-30,Studying/working late,Cola-Coka
9272,129303,Male,19-30,Other,Bepsi
9273,129304,Male,31-45,Sports/exercise,CodeX
9274,129305,Female,31-45,Other,Others
9275,129306,Male,15-18,Sports/exercise,Blue Bull
9276,129307,Male,19-30,Studying/working late,CodeX
9277,129308,Male,19-30,Social outings/parties,Cola-Coka
9278,129309,Female,19-30,Sports/exercise,Cola-Coka
9279,129310,Male,65+,Social outings/parties,Cola-Coka
9280,129311,Male,19-30,Social outings/parties,Gangster
9281,129312,Male,31-45,Sports/exercise,Blue Bull
9282,129313,Male,19-30,Sports/exercise,Bepsi
9283,129314,Male,31-45,Sports/exercise,CodeX
9284,129315,Female,19-30,Studying/working late,CodeX
9285,129316,Female,46-65,Sports/exercise,Cola-Coka
9286,129317,Male,31-45,Sports/exercise,Blue Bull
9287,129318,Female,31-45,Sports/exercise,CodeX
9288,129319,Female,31-45,Sports/exercise,Sky 9
9289,129320,Male,19-30,Sports/exercise,CodeX
9290,129321,Male,46-65,Sports/exercise,Gangster
9291,129322,Male,46-65,Studying/working late,Cola-Coka
9292,129323,Male,31-45,Social outings/parties,Bepsi
9293,129324,Male,19-30,Sports/exercise,Cola-Coka
9294,129325,Male,31-45,Sports/exercise,Bepsi
9295,129326,Female,31-45,Driving/commuting,Gangster
9296,129327,Male,19-30,Social outings/parties,Cola-Coka
9297,129328,Male,15-18,Studying/working late,Gangster
9298,129329,Male,19-30,Studying/working late,Bepsi
9299,129330,Male,19-30,Sports/exercise,Others
9300,129331,Male,31-45,Studying/working late,Bepsi
9301,129332,Non-binary,19-30,Sports/exercise,Blue Bull
9302,129333,Male,19-30,Social outings/parties,Blue Bull
9303,129334,Male,46-65,Sports/exercise,Blue Bull
9304,129335,Male,15-18,Other,Cola-Coka
9305,129336,Male,46-65,Social outings/parties,Blue Bull
9306,129337,Male,31-45,Social outings/parties,CodeX
9307,129338,Female,31-45,Sports/exercise,CodeX
9308,129339,Male,19-30,Studying/working late,Cola-Coka
9309,129340,Male,19-30,Sports/exercise,Cola-Coka
9310,129341,Female,31-45,Social outings/parties,Gangster
9311,129342,Male,19-30,Studying/working late,Cola-Coka
9312,129343,Male,31-45,Sports/exercise,Bepsi
9313,129344,Male,31-45,Studying/working late,Gangster
9314,129345,Female,19-30,Sports/exercise,Sky 9
9315,129346,Female,15-18,Sports/exercise,Bepsi
9316,129347,Female,19-30,Sports/exercise,Cola-Coka
9317,129348,Female,19-30,Sports/exercise,Gangster
9318,129349,Male,19-30,Sports/exercise,Cola-Coka
9319,129350,Male,19-30,Sports/exercise,Cola-Coka
9320,129351,Male,19-30,Studying/working late,Others
9321,129352,Male,46-65,Sports/exercise,Blue Bull
9322,129353,Male,19-30,Studying/working late,Others
9323,129354,Male,31-45,Studying/working late,Sky 9
