,Unnamed: 0.1,Unnamed: 0,Respondent_ID,Gender,Age,Current_brands,Marketing_channels,Consume_frequency
6935,6935,6935,123864,Female,31-45,Blue Bull,TV commercials,2-3 times a week
6936,6936,6936,123865,Female,19-30,Gangster,TV commercials,2-3 times a month
6937,6937,6937,123869,Male,19-30,Cola-Coka,Outdoor billboards,Once a week
6938,6938,6938,123871,Male,19-30,Cola-Coka,Online ads,2-3 times a month
6939,6939,6939,123875,Female,31-45,CodeX,Online ads,2-3 times a month
6940,6940,6940,123881,Female,31-45,Blue Bull,Outdoor billboards,2-3 times a week
6941,6941,6941,123883,Male,19-30,Cola-Coka,Outdoor billboards,2-3 times a month
6942,6942,6942,123885,Male,19-30,Sky 9,Online ads,2-3 times a month
6943,6943,6943,123886,Male,31-45,Cola-Coka,TV commercials,Daily
6944,6944,6944,123894,Male,15-18,Cola-Coka,Online ads,2-3 times a month
6945,6945,6945,123896,Male,31-45,Bepsi,Online ads,2-3 times a month
6946,6946,6946,123897,Female,19-30,Bepsi,Online ads,Rarely
6947,6947,6947,123901,Male,15-18,Blue Bull,Online ads,Once a week
6948,6948,6948,123902,Male,31-45,Blue Bull,TV commercials,Once a week
6949,6949,6949,123904,Female,31-45,Gangster,Other,Once a week
6950,6950,6950,123905,Male,31-45,CodeX,Online ads,2-3 times a week
6951,6951,6951,123906,Female,31-45,Blue Bull,Outdoor billboards,Once a week
6952,6952,6952,123909,Male,31-45,Bepsi,Print media,Daily
6953,6953,6953,123914,Male,15-18,Bepsi,TV commercials,Once a week
6954,6954,6954,123915,Male,19-30,Bepsi,Online ads,Once a week
6955,6955,6955,123916,Male,31-45,Cola-Coka,Outdoor billboards,2-3 times a week
6956,6956,6956,123918,Male,19-30,Blue Bull,Outdoor billboards,Rarely
6957,6957,6957,123922,Male,19-30,Gangster,TV commercials,Daily
6958,6958,6958,123925,Male,19-30,CodeX,Online ads,Rarely
6959,6959,6959,123929,Male,31-45,Sky 9,Online ads,Rarely
6960,6960,6960,123930,Male,15-18,CodeX,Online ads,Rarely
6961,6961,6961,123932,Female,19-30,Cola-Coka,TV commercials,Rarely
6962,6962,6962,123934,Female,19-30,Blue Bull,Online ads,2-3 times a week
6963,6963,6963,123936,Female,31-45,Cola-Coka,TV commercials,2-3 times a week
6964,6964,6964,123938,Male,19-30,Blue Bull,TV commercials,2-3 times a month
6965,6965,6965,123940,Female,46-65,CodeX,TV commercials,Once a week
6966,6966,6966,123942,Female,46-65,Gangster,Other,Rarely
6967,6967,6967,123947,Female,19-30,Cola-Coka,TV commercials,Rarely
6968,6968,6968,123948,Male,19-30,CodeX,TV commercials,2-3 times a week
6969,6969,6969,123949,Male,19-30,Gangster,Online ads,Once a week
6970,6970,6970,123952,Female,15-18,Others,Other,2-3 times a month
6971,6971,6971,123955,Male,19-30,Blue Bull,Print media,2-3 times a month
6972,6972,6972,123956,Male,19-30,CodeX,Online ads,2-3 times a month
6973,6973,6973,123957,Female,19-30,Bepsi,TV commercials,2-3 times a week
6974,6974,6974,123958,Male,19-30,Gangster,TV commercials,Once a week
6975,6975,6975,123959,Male,19-30,Sky 9,Online ads,Rarely
6976,6976,6976,123960,Male,15-18,Blue Bull,Online ads,Daily
6977,6977,6977,123961,Female,19-30,Blue Bull,Outdoor billboards,Rarely
6978,6978,6978,123962,Female,19-30,Bepsi,Online ads,Daily
6979,6979,6979,123963,Female,15-18,Gangster,Online ads,Rarely
6980,6980,6980,123966,Male,19-30,Sky 9,Online ads,2-3 times a week
6981,6981,6981,123968,Female,31-45,Blue Bull,Online ads,Daily
6982,6982,6982,123972,Female,19-30,Cola-Coka,Online ads,Daily
6983,6983,6983,123977,Female,15-18,Sky 9,Other,Once a week
6984,6984,6984,123981,Male,19-30,Blue Bull,Online ads,2-3 times a month
6985,6985,6985,123983,Male,31-45,Cola-Coka,Other,2-3 times a week
6986,6986,6986,123988,Female,19-30,Sky 9,Online ads,2-3 times a week
6987,6987,6987,123989,Male,19-30,Cola-Coka,Other,2-3 times a month
6988,6988,6988,123998,Male,46-65,Bepsi,Online ads,Daily
6989,6989,6989,124002,Non-binary,15-18,Bepsi,Other,2-3 times a week
6990,6990,6990,124006,Male,46-65,Bepsi,Online ads,2-3 times a week
6991,6991,6991,124007,Female,15-18,Sky 9,Online ads,Daily
6992,6992,6992,124009,Male,31-45,CodeX,Outdoor billboards,Once a week
6993,6993,6993,124010,Female,31-45,CodeX,Online ads,2-3 times a month
6994,6994,6994,124011,Male,31-45,Blue Bull,Outdoor billboards,Daily
6995,6995,6995,124013,Male,19-30,Others,Online ads,2-3 times a week
6996,6996,6996,124015,Female,31-45,Gangster,Print media,Daily
6997,6997,6997,124016,Female,19-30,Cola-Coka,TV commercials,2-3 times a week
6998,6998,6998,124020,Male,19-30,Gangster,TV commercials,Daily
6999,6999,6999,124023,Male,19-30,Cola-Coka,TV commercials,2-3 times a month
7000,7000,7000,124024,Male,65+,Sky 9,Print media,Daily
7001,7001,7001,124028,Male,19-30,Others,Online ads,Daily
7002,7002,7002,124029,Female,19-30,Cola-Coka,TV commercials,Once a week
7003,7003,7003,124032,Female,19-30,Gangster,Online ads,2-3 times a week
7004,7004,7004,124034,Male,19-30,Bepsi,Online ads,Rarely
7005,7005,7005,124040,Male,19-30,Blue Bull,Online ads,Once a week
7006,7006,7006,124044,Male,19-30,Bepsi,Other,2-3 times a month
7007,7007,7007,124049,Male,19-30,Cola-Coka,Online ads,2-3 times a week
7008,7008,7008,124052,Female,15-18,Cola-Coka,Online ads,Daily
7009,7009,7009,124054,Male,19-30,Gangster,TV commercials,Once a week
7010,7010,7010,124055,Male,31-45,Sky 9,Outdoor billboards,2-3 times a month
7011,7011,7011,124058,Female,31-45,Blue Bull,Print media,2-3 times a month
7012,7012,7012,124060,Male,31-45,Cola-Coka,Print media,Rarely
7013,7013,7013,124061,Male,19-30,Cola-Coka,Online ads,2-3 times a month
7014,7014,7014,124062,Male,15-18,Sky 9,TV commercials,2-3 times a month
7015,7015,7015,124063,Male,19-30,Blue Bull,Online ads,Rarely
7016,7016,7016,124065,Male,19-30,Bepsi,Online ads,Once a week
7017,7017,7017,124066,Female,19-30,Bepsi,TV commercials,2-3 times a week
7018,7018,7018,124068,Female,19-30,Bepsi,TV commercials,2-3 times a week
7019,7019,7019,124069,Female,31-45,Gangster,Print media,2-3 times a month
7020,7020,7020,124072,Female,15-18,Sky 9,Online ads,2-3 times a week
7021,7021,7021,124074,Female,19-30,Others,Print media,2-3 times a week
7022,7022,7022,124076,Male,19-30,Bepsi,Other,2-3 times a week
7023,7023,7023,124077,Male,31-45,Bepsi,Outdoor billboards,2-3 times a week
7024,7024,7024,124079,Male,19-30,Bepsi,Online ads,2-3 times a month
7025,7025,7025,124081,Female,19-30,Sky 9,Online ads,2-3 times a month
7026,7026,7026,124083,Male,19-30,Others,Online ads,2-3 times a week
7027,7027,7027,124084,Female,31-45,Cola-Coka,TV commercials,Rarely
7028,7028,7028,124086,Male,15-18,Cola-Coka,TV commercials,2-3 times a week
7029,7029,7029,124087,Male,19-30,Cola-Coka,Online ads,Daily
7030,7030,7030,124088,Male,31-45,Bepsi,Online ads,Rarely
7031,7031,7031,124091,Male,15-18,Sky 9,Online ads,Rarely
7032,7032,7032,124092,Male,15-18,Cola-Coka,Online ads,Once a week
7033,7033,7033,124093,Female,19-30,Bepsi,Online ads,2-3 times a week
7034,7034,7034,124096,Male,31-45,Cola-Coka,Outdoor billboards,2-3 times a week
7035,7035,7035,124098,Female,19-30,Bepsi,Online ads,Once a week
7036,7036,7036,124104,Female,19-30,Cola-Coka,Print media,2-3 times a week
7037,7037,7037,124105,Male,19-30,Gangster,Online ads,Daily
7038,7038,7038,124106,Male,31-45,Cola-Coka,Other,Rarely
7039,7039,7039,124107,Male,19-30,Bepsi,TV commercials,Once a week
7040,7040,7040,124108,Non-binary,19-30,Gangster,TV commercials,2-3 times a week
7041,7041,7041,124111,Non-binary,19-30,Others,Online ads,2-3 times a week
7042,7042,7042,124115,Female,19-30,Bepsi,TV commercials,2-3 times a month
7043,7043,7043,124117,Female,19-30,CodeX,Online ads,Once a week
7044,7044,7044,124119,Male,19-30,Blue Bull,Online ads,Rarely
7045,7045,7045,124123,Male,31-45,CodeX,TV commercials,2-3 times a week
7046,7046,7046,124124,Female,31-45,Cola-Coka,TV commercials,Once a week
7047,7047,7047,124127,Male,15-18,Cola-Coka,Online ads,2-3 times a month
7048,7048,7048,124128,Female,31-45,Cola-Coka,Print media,Daily
7049,7049,7049,124129,Female,19-30,Bepsi,Print media,Daily
7050,7050,7050,124130,Non-binary,19-30,Bepsi,Online ads,2-3 times a week
7051,7051,7051,124131,Female,31-45,Gangster,Other,Once a week
7052,7052,7052,124136,Male,15-18,Cola-Coka,Other,Daily
7053,7053,7053,124141,Female,46-65,Bepsi,TV commercials,Rarely
7054,7054,7054,124142,Non-binary,19-30,Blue Bull,Other,Daily
7055,7055,7055,124147,Female,19-30,Cola-Coka,Online ads,Rarely
7056,7056,7056,124148,Male,19-30,Cola-Coka,TV commercials,Daily
7057,7057,7057,124150,Non-binary,19-30,Gangster,Print media,Rarely
7058,7058,7058,124153,Male,19-30,Others,TV commercials,2-3 times a week
7059,7059,7059,124154,Female,31-45,Others,Online ads,2-3 times a month
7060,7060,7060,124156,Male,31-45,Bepsi,Outdoor billboards,2-3 times a week
7061,7061,7061,124158,Male,19-30,CodeX,TV commercials,Rarely
7062,7062,7062,124159,Male,31-45,Bepsi,Outdoor billboards,2-3 times a week
7063,7063,7063,124162,Female,31-45,Bepsi,Other,Once a week
7064,7064,7064,124164,Male,31-45,Cola-Coka,Print media,Rarely
7065,7065,7065,124169,Male,65+,Bepsi,Print media,2-3 times a week
7066,7066,7066,124170,Male,31-45,Bepsi,TV commercials,Once a week
7067,7067,7067,124171,Male,19-30,Cola-Coka,TV commercials,2-3 times a week
7068,7068,7068,124173,Female,19-30,Gangster,Online ads,Rarely
7069,7069,7069,124177,Male,31-45,Cola-Coka,TV commercials,2-3 times a week
7070,7070,7070,124178,Female,19-30,CodeX,Online ads,2-3 times a month
7071,7071,7071,124180,Male,19-30,Cola-Coka,Online ads,Daily
7072,7072,7072,124181,Female,19-30,Bepsi,Other,Once a week
7073,7073,7073,124185,Male,31-45,Sky 9,Print media,Once a week
7074,7074,7074,124186,Non-binary,31-45,Gangster,Online ads,Rarely
7075,7075,7075,124188,Male,31-45,Gangster,Other,Rarely
7076,7076,7076,124190,Male,15-18,CodeX,TV commercials,2-3 times a week
7077,7077,7077,124192,Female,19-30,Bepsi,Print media,Daily
7078,7078,7078,124193,Female,19-30,Cola-Coka,Online ads,Daily
7079,7079,7079,124194,Male,19-30,Gangster,Online ads,2-3 times a week
7080,7080,7080,124195,Male,31-45,Gangster,Online ads,Once a week
7081,7081,7081,124198,Male,19-30,CodeX,Online ads,Daily
7082,7082,7082,124199,Male,19-30,Cola-Coka,Online ads,2-3 times a month
7083,7083,7083,124200,Female,19-30,Gangster,Online ads,Once a week
7084,7084,7084,124201,Female,19-30,Cola-Coka,Outdoor billboards,Rarely
7085,7085,7085,124202,Male,19-30,Bepsi,Online ads,2-3 times a month
7086,7086,7086,124203,Male,19-30,Gangster,Online ads,Once a week
7087,7087,7087,124204,Male,15-18,Gangster,TV commercials,Daily
7088,7088,7088,124207,Male,15-18,Blue Bull,TV commercials,Rarely
7089,7089,7089,124208,Male,15-18,CodeX,Online ads,2-3 times a week
7090,7090,7090,124211,Male,15-18,Cola-Coka,TV commercials,2-3 times a month
7091,7091,7091,124214,Non-binary,15-18,Blue Bull,TV commercials,2-3 times a week
7092,7092,7092,124215,Non-binary,19-30,Cola-Coka,Print media,2-3 times a week
7093,7093,7093,124218,Male,31-45,Cola-Coka,TV commercials,Once a week
7094,7094,7094,124221,Male,31-45,Gangster,TV commercials,2-3 times a week
7095,7095,7095,124223,Male,19-30,Cola-Coka,Online ads,2-3 times a month
7096,7096,7096,124224,Male,31-45,Bepsi,Outdoor billboards,Once a week
7097,7097,7097,124226,Male,19-30,Cola-Coka,Online ads,2-3 times a month
7098,7098,7098,124228,Female,31-45,Cola-Coka,Print media,2-3 times a week
7099,7099,7099,124233,Female,19-30,Sky 9,Print media,Once a week
7100,7100,7100,124234,Male,19-30,Bepsi,Outdoor billboards,Once a week
7101,7101,7101,124235,Male,19-30,Gangster,Online ads,2-3 times a week
7102,7102,7102,124236,Female,19-30,Sky 9,Other,2-3 times a week
7103,7103,7103,124237,Male,19-30,Others,Online ads,2-3 times a week
7104,7104,7104,124243,Female,19-30,Cola-Coka,Online ads,Daily
7105,7105,7105,124244,Male,19-30,Sky 9,Outdoor billboards,2-3 times a month
7106,7106,7106,124247,Female,31-45,Cola-Coka,Online ads,Rarely
7107,7107,7107,124248,Female,19-30,Cola-Coka,Other,2-3 times a week
7108,7108,7108,124250,Female,31-45,Gangster,TV commercials,2-3 times a month
7109,7109,7109,124256,Male,19-30,CodeX,Online ads,Rarely
7110,7110,7110,124257,Male,31-45,Gangster,Online ads,2-3 times a week
7111,7111,7111,124258,Male,19-30,Cola-Coka,Print media,2-3 times a week
7112,7112,7112,124259,Female,19-30,Sky 9,Other,2-3 times a week
7113,7113,7113,124260,Female,19-30,Blue Bull,Online ads,Daily
7114,7114,7114,124265,Female,31-45,Bepsi,TV commercials,2-3 times a week
7115,7115,7115,124271,Male,19-30,CodeX,TV commercials,Daily
7116,7116,7116,124274,Female,31-45,Bepsi,TV commercials,Daily
7117,7117,7117,124275,Non-binary,31-45,Bepsi,TV commercials,2-3 times a month
7118,7118,7118,124279,Male,19-30,Cola-Coka,Online ads,2-3 times a week
7119,7119,7119,124281,Female,31-45,Sky 9,Outdoor billboards,2-3 times a month
7120,7120,7120,124285,Male,46-65,CodeX,Print media,Once a week
7121,7121,7121,124286,Male,15-18,Cola-Coka,Other,Rarely
7122,7122,7122,124290,Female,31-45,Sky 9,Outdoor billboards,Rarely
7123,7123,7123,124292,Male,19-30,Bepsi,Online ads,Once a week
7124,7124,7124,124293,Female,19-30,CodeX,Online ads,2-3 times a month
7125,7125,7125,124294,Male,19-30,Cola-Coka,Online ads,2-3 times a week
7126,7126,7126,124295,Male,15-18,Sky 9,TV commercials,Daily
7127,7127,7127,124296,Male,31-45,Gangster,Print media,Once a week
7128,7128,7128,124298,Male,19-30,Gangster,Online ads,2-3 times a month
7129,7129,7129,124300,Male,15-18,Cola-Coka,Online ads,2-3 times a week
7130,7130,7130,124301,Male,19-30,Bepsi,Online ads,Daily
7131,7131,7131,124303,Male,31-45,Cola-Coka,Outdoor billboards,2-3 times a week
7132,7132,7132,124305,Male,15-18,CodeX,Online ads,Rarely
7133,7133,7133,124307,Male,19-30,Cola-Coka,TV commercials,2-3 times a week
7134,7134,7134,124310,Female,19-30,Cola-Coka,Online ads,Daily
7135,7135,7135,124313,Male,15-18,Cola-Coka,Online ads,2-3 times a week
7136,7136,7136,124314,Male,19-30,Cola-Coka,TV commercials,Daily
7137,7137,7137,124316,Male,15-18,Cola-Coka,Online ads,2-3 times a week
7138,7138,7138,124318,Male,19-30,Cola-Coka,Online ads,2-3 times a week
7139,7139,7139,124319,Male,19-30,Gangster,Online ads,2-3 times a week
7140,7140,7140,124320,Male,19-30,Bepsi,Online ads,Rarely
7141,7141,7141,124321,Male,19-30,Cola-Coka,Online ads,2-3 times a week
7142,7142,7142,124322,Male,19-30,Sky 9,Online ads,2-3 times a week
7143,7143,7143,124324,Male,19-30,Cola-Coka,Online ads,2-3 times a week
7144,7144,7144,124328,Female,19-30,Gangster,Online ads,Rarely
7145,7145,7145,124330,Male,19-30,Gangster,TV commercials,2-3 times a week
7146,7146,7146,124333,Male,31-45,Bepsi,Online ads,2-3 times a month
7147,7147,7147,124335,Male,19-30,Cola-Coka,Other,2-3 times a month
7148,7148,7148,124338,Male,15-18,Cola-Coka,TV commercials,Once a week
7149,7149,7149,124340,Male,31-45,Bepsi,Outdoor billboards,2-3 times a week
7150,7150,7150,124341,Male,19-30,Cola-Coka,Online ads,Once a week
7151,7151,7151,124343,Male,19-30,Gangster,Outdoor billboards,2-3 times a week
7152,7152,7152,124344,Female,31-45,Gangster,Online ads,2-3 times a week
7153,7153,7153,124347,Non-binary,19-30,Others,Other,Once a week
7154,7154,7154,124348,Female,15-18,Sky 9,TV commercials,Rarely
7155,7155,7155,124350,Female,19-30,Cola-Coka,TV commercials,Once a week
7156,7156,7156,124351,Male,31-45,Blue Bull,Outdoor billboards,Rarely
7157,7157,7157,124352,Female,19-30,CodeX,Online ads,2-3 times a week
7158,7158,7158,124353,Male,19-30,Blue Bull,Online ads,2-3 times a month
7159,7159,7159,124354,Female,19-30,Sky 9,Print media,Once a week
7160,7160,7160,124361,Male,31-45,Bepsi,Online ads,Once a week
7161,7161,7161,124362,Female,19-30,Bepsi,Online ads,Rarely
7162,7162,7162,124363,Female,31-45,CodeX,TV commercials,Daily
7163,7163,7163,124367,Male,15-18,Bepsi,Online ads,Once a week
7164,7164,7164,124369,Male,19-30,Gangster,TV commercials,Rarely
7165,7165,7165,124373,Female,31-45,Blue Bull,Online ads,2-3 times a week
7166,7166,7166,124374,Female,19-30,Bepsi,Online ads,2-3 times a week
7167,7167,7167,124375,Female,31-45,Gangster,Print media,Once a week
7168,7168,7168,124376,Male,15-18,Cola-Coka,Online ads,2-3 times a week
7169,7169,7169,124378,Male,19-30,Gangster,Online ads,2-3 times a month
7170,7170,7170,124380,Male,19-30,Gangster,TV commercials,2-3 times a week
7171,7171,7171,124382,Male,31-45,Cola-Coka,TV commercials,Rarely
7172,7172,7172,124383,Female,19-30,Bepsi,Online ads,2-3 times a week
7173,7173,7173,124388,Female,19-30,Cola-Coka,TV commercials,Rarely
7174,7174,7174,124389,Male,19-30,Sky 9,Outdoor billboards,2-3 times a week
7175,7175,7175,124391,Male,31-45,Blue Bull,Online ads,Daily
7176,7176,7176,124392,Male,15-18,Cola-Coka,TV commercials,Rarely
7177,7177,7177,124394,Male,15-18,Gangster,TV commercials,Daily
7178,7178,7178,124395,Male,31-45,Cola-Coka,TV commercials,Daily
7179,7179,7179,124396,Male,15-18,Bepsi,Outdoor billboards,Daily
7180,7180,7180,124397,Male,19-30,Others,Online ads,Rarely
7181,7181,7181,124398,Male,19-30,Blue Bull,Online ads,2-3 times a week
7182,7182,7182,124400,Male,19-30,Bepsi,Other,2-3 times a month
7183,7183,7183,124401,Male,31-45,CodeX,TV commercials,Rarely
7184,7184,7184,124403,Male,31-45,Bepsi,TV commercials,Daily
7185,7185,7185,124407,Female,19-30,Blue Bull,Online ads,Rarely
7186,7186,7186,124408,Male,15-18,Gangster,TV commercials,2-3 times a week
7187,7187,7187,124411,Female,15-18,Bepsi,Online ads,2-3 times a month
7188,7188,7188,124413,Male,31-45,Cola-Coka,TV commercials,Daily
7189,7189,7189,124415,Male,15-18,Blue Bull,Online ads,2-3 times a month
7190,7190,7190,124416,Female,31-45,CodeX,Other,Rarely
7191,7191,7191,124418,Female,19-30,Cola-Coka,Online ads,Once a week
7192,7192,7192,124420,Male,31-45,Blue Bull,TV commercials,2-3 times a month
7193,7193,7193,124426,Male,31-45,Others,TV commercials,2-3 times a week
7194,7194,7194,124427,Male,19-30,Bepsi,Other,2-3 times a week
7195,7195,7195,124429,Male,19-30,Bepsi,Outdoor billboards,Daily
7196,7196,7196,124431,Male,19-30,Gangster,Print media,2-3 times a month
7197,7197,7197,124436,Female,19-30,Cola-Coka,Online ads,2-3 times a month
7198,7198,7198,124438,Male,19-30,Blue Bull,Online ads,Rarely
7199,7199,7199,124439,Male,19-30,Bepsi,TV commercials,Once a week
7200,7200,7200,124440,Female,19-30,Blue Bull,Online ads,Rarely
7201,7201,7201,124443,Male,31-45,Cola-Coka,TV commercials,2-3 times a week
7202,7202,7202,124445,Male,19-30,Gangster,Online ads,2-3 times a week
7203,7203,7203,124447,Male,31-45,Bepsi,Online ads,Rarely
7204,7204,7204,124448,Male,31-45,Gangster,TV commercials,2-3 times a week
7205,7205,7205,124449,Female,19-30,Gangster,Online ads,2-3 times a week
7206,7206,7206,124454,Male,46-65,Others,Other,2-3 times a week
7207,7207,7207,124457,Male,19-30,Gangster,Other,Daily
7208,7208,7208,124458,Male,31-45,Gangster,Outdoor billboards,2-3 times a month
7209,7209,7209,124460,Male,31-45,Bepsi,TV commercials,Daily
7210,7210,7210,124461,Male,31-45,Cola-Coka,TV commercials,2-3 times a week
7211,7211,7211,124462,Male,15-18,Cola-Coka,Other,2-3 times a week
7212,7212,7212,124464,Male,19-30,Bepsi,TV commercials,Rarely
7213,7213,7213,124466,Female,46-65,Cola-Coka,Online ads,2-3 times a month
7214,7214,7214,124467,Male,19-30,Bepsi,Online ads,2-3 times a week
7215,7215,7215,124468,Male,65+,Cola-Coka,Online ads,Rarely
7216,7216,7216,124470,Female,19-30,Bepsi,Online ads,Once a week
7217,7217,7217,124471,Female,19-30,Bepsi,Online ads,Once a week
7218,7218,7218,124473,Male,19-30,Sky 9,TV commercials,Rarely
7219,7219,7219,124476,Female,19-30,Gangster,Online ads,2-3 times a week
7220,7220,7220,124477,Female,31-45,Bepsi,TV commercials,Daily
7221,7221,7221,124478,Male,19-30,Cola-Coka,Outdoor billboards,2-3 times a week
7222,7222,7222,124482,Non-binary,19-30,Gangster,TV commercials,Daily
7223,7223,7223,124484,Male,19-30,Cola-Coka,Outdoor billboards,Rarely
7224,7224,7224,124486,Female,19-30,Cola-Coka,Other,2-3 times a week
7225,7225,7225,124487,Female,31-45,Blue Bull,Other,Once a week
7226,7226,7226,124490,Male,19-30,Cola-Coka,Online ads,2-3 times a month
7227,7227,7227,124491,Female,19-30,Bepsi,Online ads,Daily
7228,7228,7228,124492,Male,19-30,Gangster,Online ads,Daily
7229,7229,7229,124493,Male,19-30,Sky 9,Other,Once a week
7230,7230,7230,124499,Male,31-45,Bepsi,Other,2-3 times a week
7231,7231,7231,124502,Male,19-30,Bepsi,TV commercials,2-3 times a month
7232,7232,7232,124503,Male,31-45,Cola-Coka,Online ads,2-3 times a month
7233,7233,7233,124505,Female,19-30,Cola-Coka,Online ads,Daily
7234,7234,7234,124513,Male,19-30,CodeX,TV commercials,2-3 times a month
7235,7235,7235,124517,Male,15-18,Bepsi,TV commercials,2-3 times a week
7236,7236,7236,124518,Female,19-30,Bepsi,Other,2-3 times a week
7237,7237,7237,124522,Male,31-45,Gangster,TV commercials,2-3 times a week
7238,7238,7238,124524,Male,46-65,Cola-Coka,Outdoor billboards,Rarely
7239,7239,7239,124526,Female,31-45,Bepsi,Print media,Rarely
7240,7240,7240,124527,Male,19-30,Cola-Coka,Online ads,Rarely
7241,7241,7241,124530,Male,19-30,Others,Online ads,Once a week
7242,7242,7242,124532,Female,19-30,Cola-Coka,Online ads,Daily
7243,7243,7243,124538,Female,31-45,Bepsi,TV commercials,2-3 times a month
7244,7244,7244,124539,Female,31-45,Others,Online ads,2-3 times a week
7245,7245,7245,124541,Male,19-30,Gangster,Online ads,Rarely
7246,7246,7246,124543,Female,46-65,Cola-Coka,TV commercials,2-3 times a week
7247,7247,7247,124545,Male,15-18,Cola-Coka,TV commercials,Once a week
7248,7248,7248,124548,Female,31-45,Gangster,Other,2-3 times a month
7249,7249,7249,124554,Male,31-45,Gangster,Online ads,Once a week
7250,7250,7250,124558,Female,19-30,Bepsi,TV commercials,2-3 times a week
7251,7251,7251,124559,Male,19-30,Bepsi,Print media,Rarely
7252,7252,7252,124560,Male,31-45,Blue Bull,Other,Daily
7253,7253,7253,124561,Male,15-18,Gangster,TV commercials,Rarely
7254,7254,7254,124568,Male,19-30,Cola-Coka,Online ads,2-3 times a week
7255,7255,7255,124571,Male,19-30,Cola-Coka,Online ads,Once a week
7256,7256,7256,124572,Male,19-30,CodeX,Online ads,Once a week
7257,7257,7257,124573,Male,15-18,Cola-Coka,TV commercials,Rarely
7258,7258,7258,124576,Female,15-18,Gangster,TV commercials,Daily
7259,7259,7259,124578,Male,31-45,CodeX,TV commercials,Once a week
7260,7260,7260,124579,Male,31-45,Bepsi,Other,2-3 times a week
7261,7261,7261,124581,Male,19-30,CodeX,TV commercials,2-3 times a week
7262,7262,7262,124582,Male,19-30,CodeX,TV commercials,2-3 times a week
7263,7263,7263,124584,Male,19-30,Gangster,Online ads,2-3 times a week
7264,7264,7264,124585,Male,19-30,Gangster,Online ads,2-3 times a month
7265,7265,7265,124586,Female,15-18,Cola-Coka,TV commercials,2-3 times a week
7266,7266,7266,124588,Non-binary,19-30,Bepsi,TV commercials,Daily
7267,7267,7267,124589,Male,15-18,Blue Bull,Online ads,Once a week
7268,7268,7268,124595,Male,46-65,Sky 9,Online ads,2-3 times a month
7269,7269,7269,124596,Male,19-30,Cola-Coka,TV commercials,2-3 times a week
7270,7270,7270,124597,Male,31-45,Gangster,TV commercials,2-3 times a week
7271,7271,7271,124600,Male,15-18,Others,TV commercials,2-3 times a month
7272,7272,7272,124601,Male,19-30,Cola-Coka,Online ads,2-3 times a month
7273,7273,7273,124602,Male,19-30,Gangster,TV commercials,2-3 times a week
7274,7274,7274,124603,Male,19-30,Bepsi,TV commercials,2-3 times a week
7275,7275,7275,124607,Female,19-30,Cola-Coka,Online ads,2-3 times a week
7276,7276,7276,124610,Female,31-45,Bepsi,Print media,Once a week
7277,7277,7277,124612,Female,15-18,Blue Bull,TV commercials,Rarely
7278,7278,7278,124614,Male,19-30,Gangster,Online ads,2-3 times a month
7279,7279,7279,124615,Male,19-30,Gangster,Online ads,Once a week
7280,7280,7280,124616,Male,65+,Cola-Coka,Other,2-3 times a week
7281,7281,7281,124619,Female,19-30,Sky 9,Online ads,Daily
7282,7282,7282,124620,Male,15-18,Cola-Coka,Outdoor billboards,Rarely
7283,7283,7283,124621,Female,31-45,Bepsi,Online ads,Daily
7284,7284,7284,124622,Female,19-30,Others,Print media,Rarely
7285,7285,7285,124623,Male,19-30,Cola-Coka,Other,Rarely
7286,7286,7286,124625,Male,31-45,Sky 9,TV commercials,2-3 times a week
7287,7287,7287,124627,Female,19-30,Bepsi,Outdoor billboards,Daily
7288,7288,7288,124629,Male,19-30,Gangster,Online ads,Once a week
7289,7289,7289,124630,Female,19-30,Bepsi,Online ads,Daily
7290,7290,7290,124633,Male,46-65,Bepsi,TV commercials,Rarely
7291,7291,7291,124636,Male,31-45,Cola-Coka,Print media,2-3 times a month
7292,7292,7292,124637,Female,31-45,Bepsi,Print media,2-3 times a week
7293,7293,7293,124638,Male,31-45,Cola-Coka,TV commercials,2-3 times a week
7294,7294,7294,124640,Male,46-65,Gangster,Other,Rarely
7295,7295,7295,124641,Male,19-30,Blue Bull,Other,2-3 times a week
7296,7296,7296,124643,Male,15-18,Cola-Coka,Online ads,Once a week
7297,7297,7297,124644,Female,46-65,Gangster,Print media,Once a week
7298,7298,7298,124647,Female,19-30,Bepsi,Other,2-3 times a week
7299,7299,7299,124649,Female,19-30,Gangster,Online ads,Once a week
7300,7300,7300,124650,Male,19-30,Sky 9,Online ads,2-3 times a month
7301,7301,7301,124651,Male,31-45,Sky 9,TV commercials,Daily
7302,7302,7302,124656,Female,46-65,Cola-Coka,Other,2-3 times a week
7303,7303,7303,124657,Male,19-30,Bepsi,Other,2-3 times a month
7304,7304,7304,124659,Female,19-30,Cola-Coka,TV commercials,Once a week
7305,7305,7305,124662,Female,31-45,Bepsi,Other,Daily
7306,7306,7306,124666,Non-binary,19-30,Cola-Coka,TV commercials,2-3 times a month
7307,7307,7307,124667,Male,15-18,Gangster,TV commercials,2-3 times a week
7308,7308,7308,124671,Female,19-30,Bepsi,Online ads,2-3 times a week
7309,7309,7309,124673,Female,19-30,Sky 9,Print media,Daily
7310,7310,7310,124676,Male,15-18,Gangster,Outdoor billboards,2-3 times a week
